Date,Open,High,Low,Close,Adj Close,Volume
2022-01-13,467.200012,467.200012,453.799988,456.600006,450.993103,3651213
2022-01-14,453.000000,456.399994,450.399994,452.799988,447.239746,2319167
2022-01-17,451.799988,454.799988,449.200012,450.799988,445.264313,1362700
2022-01-18,450.799988,455.200012,448.600006,452.600006,447.042206,1677603
2022-01-19,457.799988,457.799988,452.200012,456.399994,450.795532,2111757
2022-01-20,457.799988,474.799988,456.000000,474.200012,468.376984,6457949
2022-01-21,474.200012,483.600006,472.799988,480.799988,474.895905,6362815
2022-01-24,482.200012,482.200012,471.799988,473.399994,467.586792,3212700
2022-01-25,468.600006,472.399994,464.200012,467.799988,462.055542,3850626
2022-01-26,468.600006,471.399994,458.200012,461.399994,455.734131,3820025
2022-01-27,452.200012,455.799988,450.600006,455.399994,449.807831,3557456
2022-01-28,450.000000,452.399994,433.600006,436.399994,431.041138,10253484
2022-01-31,440.000000,440.000000,440.000000,440.000000,434.596924,0
2022-02-04,447.399994,447.399994,438.600006,442.600006,437.165009,4800570
2022-02-07,443.399994,447.600006,440.399994,445.600006,440.128174,2471800
2022-02-08,445.000000,447.399994,438.799988,441.600006,436.177307,2388265
2022-02-09,443.600006,450.799988,443.600006,449.799988,444.276581,3791790
2022-02-10,451.600006,454.399994,447.200012,449.799988,444.276581,2446926
2022-02-11,447.399994,448.000000,442.000000,444.399994,438.942902,2738718
2022-02-14,441.000000,441.000000,435.399994,437.399994,432.028870,2817164
2022-02-15,435.000000,440.799988,433.600006,437.200012,431.831329,2729082
2022-02-16,439.000000,441.600006,438.000000,439.600006,434.201843,1973976
2022-02-17,435.600006,440.000000,433.000000,437.399994,432.028870,2621718
2022-02-18,432.600006,437.399994,431.600006,434.200012,428.868164,2392756
2022-02-21,431.200012,433.000000,428.200012,430.799988,425.509888,3532801
2022-02-22,423.600006,427.399994,416.000000,418.200012,413.064636,7128409
2022-02-23,416.600006,421.000000,416.600006,417.200012,412.076935,3733588
2022-02-24,412.799988,412.799988,392.399994,394.600006,389.754456,13410230
2022-02-25,398.200012,401.200012,385.000000,390.000000,385.210907,9081739
2022-02-28,390.000000,390.000000,372.799988,377.600006,372.963196,10477797
2022-03-01,374.799988,378.600006,371.000000,376.000000,371.382843,7970928
2022-03-02,367.000000,371.600006,363.399994,363.799988,359.332642,8225892
2022-03-03,367.600006,368.200012,362.200012,363.200012,358.740021,5731813
2022-03-04,355.000000,360.600006,351.399994,355.799988,351.430878,9231532
2022-03-07,346.799988,348.000000,340.000000,340.000000,335.824921,9351916
2022-03-08,340.799988,349.200012,340.000000,340.399994,336.220001,8053255
2022-03-09,336.000000,340.000000,314.000000,329.000000,329.000000,15160524
2022-03-10,336.799988,342.799988,332.000000,338.000000,338.000000,10479500
2022-03-11,327.799988,352.600006,323.799988,346.600006,346.600006,16874788
2022-03-14,345.600006,345.600006,330.000000,333.399994,333.399994,12110865
2022-03-15,325.200012,338.600006,318.399994,322.399994,322.399994,12929578
2022-03-16,331.000000,364.399994,328.000000,360.399994,360.399994,18947029
2022-03-17,386.200012,394.000000,370.200012,382.600006,382.600006,16462669
2022-03-18,381.600006,385.200012,373.000000,378.600006,378.600006,6012437
2022-03-21,382.799988,383.000000,373.399994,374.200012,374.200012,3817968
2022-03-22,376.399994,381.000000,371.799988,380.000000,380.000000,4236957
2022-03-23,378.000000,388.000000,378.000000,382.799988,382.799988,5421773
2022-03-24,380.399994,386.600006,378.399994,384.000000,384.000000,4285958
2022-03-25,380.000000,385.000000,370.799988,373.600006,373.600006,4984150
2022-03-28,370.399994,377.600006,367.000000,372.399994,372.399994,3839918
2022-03-29,375.200012,376.799988,370.000000,372.000000,372.000000,3072303
2022-03-30,376.000000,383.799988,372.399994,376.200012,376.200012,5173799
2022-03-31,376.000000,376.200012,369.799988,371.399994,371.399994,4147679
2022-04-01,367.000000,367.000000,357.200012,366.000000,366.000000,5535422
2022-04-04,368.000000,372.399994,364.399994,370.799988,370.799988,4026899
2022-04-06,370.000000,370.000000,357.000000,358.399994,358.399994,7157883
2022-04-07,354.200012,361.799988,351.399994,354.799988,354.799988,3935719
2022-04-08,352.399994,356.600006,350.200012,355.399994,355.399994,3390506
2022-04-11,351.200012,352.399994,343.000000,343.200012,343.200012,5656964
2022-04-12,343.200012,347.600006,338.000000,343.399994,343.399994,4060040
2022-04-13,340.399994,343.000000,338.000000,340.799988,340.799988,3400520
2022-04-14,341.000000,345.600006,340.000000,341.799988,341.799988,2871927
2022-04-19,332.799988,336.799988,330.399994,331.000000,331.000000,4578430
2022-04-20,330.200012,334.200012,325.000000,326.200012,326.200012,6110093
2022-04-21,323.000000,327.600006,320.000000,322.799988,322.799988,5932093
2022-04-22,319.000000,336.000000,318.399994,335.600006,335.600006,6138534
2022-04-25,330.000000,330.000000,320.799988,323.399994,323.399994,4690221
2022-04-26,325.399994,328.399994,321.200012,321.799988,321.799988,4232094
2022-04-27,319.399994,325.399994,319.000000,321.399994,321.399994,3832335
2022-04-28,321.399994,327.200012,318.399994,325.799988,325.799988,2735413
2022-04-29,328.000000,341.399994,326.000000,337.799988,337.799988,6082000
2022-05-03,341.000000,348.000000,333.200012,341.799988,341.799988,5217095
2022-05-04,342.000000,342.200012,336.000000,337.200012,337.200012,2056704
2022-05-05,342.600006,346.000000,340.200012,341.600006,341.600006,4038739
2022-05-06,335.000000,335.600006,326.399994,327.600006,327.600006,5972284
2022-05-10,320.799988,329.200012,320.000000,325.600006,325.600006,4655168
2022-05-11,325.600006,331.799988,323.000000,325.399994,325.399994,3667322
2022-05-12,321.000000,324.399994,319.399994,321.000000,321.000000,3524248
2022-05-13,325.000000,329.399994,323.399994,328.600006,328.600006,2677810
2022-05-16,330.000000,330.799988,324.399994,326.200012,326.200012,2435729
2022-05-17,326.200012,340.600006,326.200012,340.000000,340.000000,5356188
2022-05-18,344.000000,344.000000,336.200012,341.399994,341.399994,3322783
2022-05-19,331.000000,333.600006,327.399994,331.000000,331.000000,3981740
2022-05-20,333.000000,337.799988,332.000000,336.000000,336.000000,5289553
2022-05-23,334.399994,334.399994,329.399994,331.399994,331.399994,3583434
2022-05-24,331.399994,331.799988,321.200012,324.799988,324.799988,4260781
2022-05-25,325.600006,327.600006,322.399994,324.600006,324.600006,2583876
2022-05-26,326.200012,326.600006,320.600006,325.200012,325.200012,2817485
2022-05-27,332.000000,335.399994,326.600006,330.799988,330.799988,3634013
2022-05-30,333.799988,344.399994,333.200012,338.000000,338.000000,6483120
2022-05-31,337.799988,340.399994,334.399994,339.200012,339.200012,12777840
2022-06-01,337.399994,346.600006,335.399994,344.000000,344.000000,5284746
2022-06-02,340.799988,343.399994,337.799988,342.000000,342.000000,2065091
2022-06-06,341.799988,347.600006,337.799988,347.600006,347.600006,3542745
2022-06-07,347.200012,357.799988,342.799988,352.200012,352.200012,7597184
2022-06-08,356.000000,362.799988,350.799988,361.200012,361.200012,8347757
2022-06-09,360.200012,360.399994,354.000000,355.399994,355.399994,4996685
2022-06-10,347.799988,355.200012,346.200012,355.200012,355.200012,4186795
2022-06-13,342.000000,348.799988,340.200012,342.000000,342.000000,4107754
2022-06-14,339.799988,343.000000,334.200012,341.600006,341.600006,3478255
2022-06-15,341.600006,359.799988,341.200012,355.399994,355.399994,7071608
2022-06-16,360.000000,360.000000,347.399994,348.799988,348.799988,3696026
2022-06-17,347.799988,358.799988,346.600006,356.000000,356.000000,5266963
2022-06-20,356.000000,361.200012,353.000000,358.399994,358.399994,3154799
2022-06-21,359.399994,366.600006,355.200012,364.200012,364.200012,4929809
2022-06-22,366.200012,371.399994,359.000000,359.799988,359.799988,5520071
2022-06-23,357.000000,364.399994,357.000000,359.399994,359.399994,3183033
2022-06-24,364.000000,377.000000,361.000000,374.200012,374.200012,7463422
